Area,Date,Discharged,Fatal,Hosp_require,Hosp_severe,Positive,Tested
Gunma,2020-05-20,104,19,25,1,148,3368
Saitama,2020-05-20,812,46,138,4,996,17335
Chiba,2020-05-20,737,42,122,10,901,13155
Tokyo,2020-05-20,3941,247,887,44,5075,14512
Kanagawa,2020-05-20,933,68,301,29,1302,8483
Niigata,2020-05-20,67,0,15,0,83,3874
Toyama,2020-05-20,166,20,41,0,227,3025
Ishikawa,2020-05-20,195,22,73,3,290,2543
Fukui,2020-05-20,105,8,8,2,122,2373
Yamanashi,2020-05-20,52,0,8,1,60,3483
Nagano,2020-05-20,55,,21,1,76,2492
Gifu,2020-05-20,137,7,6,1,150,3115
Shizuoka,2020-05-20,70,1,2,1,73,3332
Aichi,2020-05-20,428,34,39,0,506,9368
Mie,2020-05-20,39,1,5,0,45,2367
Shiga,2020-05-20,80,1,18,1,99,1649
Kyoto,2020-05-20,303,14,41,4,358,7228
Osaka,2020-05-20,1323,71,368,37,1774,26485
Hyogo,2020-05-20,594,38,67,13,699,10312
Nara,2020-05-20,81,2,8,1,91,2754
Wakayama,2020-05-20,52,3,8,0,63,3573
Tottori,2020-05-20,2,0,1,0,3,1269
Shimane,2020-05-20,16,0,8,1,24,1052
Okayama,2020-05-20,24,,1,,25,1589
Hiroshima,2020-05-20,121,2,43,1,166,6599
Yamaguchi,2020-05-20,34,0,3,1,37,1640
Tokushima,2020-05-20,4,1,0,0,5,684
Kagawa,2020-05-20,27,0,1,0,28,2023
Ehime,2020-05-20,44,3,27,1,74,1781
Kochi,2020-05-20,68,3,3,0,74,1703
Fukuoka,2020-05-20,570,25,63,6,658,11578
Saga,2020-05-20,31,0,14,0,47,1354
Nagasaki,2020-05-20,16,1,0,0,17,2587
Kumamoto,2020-05-20,35,3,10,1,48,3778
Oita,2020-05-20,57,1,2,0,60,3761
Miyazaki,2020-05-20,14,0,3,0,17,1324
Kagoshima,2020-05-20,8,0,2,0,10,1653
Okinawa,2020-05-20,130,6,8,4,142,2773
Hokkaido,2020-05-21,670,77,272,17,1019,11435
Aomori,2020-05-21,21,1,4,0,27,812
Iwate,2020-05-21,0,0,0,0,0,568
Miyagi,2020-05-21,86,1,1,0,88,2642
Akita,2020-05-21,16,0,0,0,16,915
Yamagata,2020-05-21,63,0,6,2,69,2598
Fukushima,2020-05-21,69,0,12,0,81,3593
Ibaraki,2020-05-21,139,9,20,1,168,4427
Tochigi,2020-05-21,46,0,15,5,64,3087
Gunma,2020-05-21,104,19,25,1,148,3396
Saitama,2020-05-21,831,46,120,5,997,17759
Chiba,2020-05-21,746,44,114,6,904,13345
Tokyo,2020-05-21,4073,256,804,42,5133,14564
Kanagawa,2020-05-21,935,69,311,28,1315,8681
Niigata,2020-05-21,68,0,14,0,83,3902
Toyama,2020-05-21,168,21,38,0,227,3037
Ishikawa,2020-05-21,198,22,72,3,292,2558
Fukui,2020-05-21,105,8,8,2,122,2402
Yamanashi,2020-05-21,55,0,5,1,60,3550
Nagano,2020-05-21,59,,17,1,76,2524
Gifu,2020-05-21,137,7,6,1,150,3138
Shizuoka,2020-05-21,70,1,3,1,74,3355
Aichi,2020-05-21,431,34,36,0,506,9451
Mie,2020-05-21,39,1,5,0,45,2406
Shiga,2020-05-21,83,1,15,1,99,1668
Kyoto,2020-05-21,304,14,40,4,358,7335
Osaka,2020-05-21,1399,76,294,30,1780,27552
Hyogo,2020-05-21,601,38,60,12,699,10438
Nara,2020-05-21,82,2,7,1,91,2754
Wakayama,2020-05-21,53,3,7,0,63,3586
Tottori,2020-05-21,2,0,1,0,3,1279
Shimane,2020-05-21,19,0,5,1,24,1069
Okayama,2020-05-21,25,,0,,25,1607
Hiroshima,2020-05-21,138,2,26,1,166,6656
Yamaguchi,2020-05-21,34,0,3,1,37,1647
Tokushima,2020-05-21,4,1,0,0,5,692
Kagawa,2020-05-21,27,0,1,0,28,2046
Ehime,2020-05-21,45,4,26,0,75,1796
Kochi,2020-05-21,68,3,3,0,74,1718
Fukuoka,2020-05-21,573,25,60,4,658,11650
Saga,2020-05-21,32,0,13,0,47,1361
Nagasaki,2020-05-21,16,1,0,0,17,2625
Kumamoto,2020-05-21,35,3,10,1,48,3778
Oita,2020-05-21,57,1,2,0,60,3776
Miyazaki,2020-05-21,14,0,3,0,17,1333
Kagoshima,2020-05-21,9,0,1,0,10,1666
Okinawa,2020-05-21,131,6,7,4,142,2795
Hokkaido,2020-05-22,687,78,259,17,1024,11648
Aomori,2020-05-22,24,1,2,0,27,810
Iwate,2020-05-22,0,0,0,0,0,598
Miyagi,2020-05-22,86,1,1,0,88,2684
Akita,2020-05-22,16,0,0,0,16,920
Yamagata,2020-05-22,64,0,5,1,69,2606
Fukushima,2020-05-22,69,0,12,0,81,3682
Ibaraki,2020-05-22,142,9,17,0,168,4469
Tochigi,2020-05-22,46,0,15,5,64,3336
Gunma,2020-05-22,105,19,25,1,149,3396
Saitama,2020-05-22,842,46,110,6,998,18101
Chiba,2020-05-22,752,44,108,6,904,13586
Tokyo,2020-05-22,4189,263,670,42,5136,14653
Kanagawa,2020-05-22,965,71,286,30,1322,8780
Niigata,2020-05-22,69,0,13,0,83,3994
Toyama,2020-05-22,171,21,35,0,227,3067
Ishikawa,2020-05-22,201,24,69,3,294,2579
Fukui,2020-05-22,107,8,7,2,122,2430
Yamanashi,2020-05-22,56,0,4,1,60,3602
Nagano,2020-05-22,60,,16,1,76,2552
Gifu,2020-05-22,138,7,5,1,150,3173
Shizuoka,2020-05-22,70,1,3,1,74,3369
Aichi,2020-05-22,437,34,30,0,506,9525
Mie,2020-05-22,39,1,5,0,45,2422
Shiga,2020-05-22,83,1,15,1,99,1686
Kyoto,2020-05-22,309,14,35,3,358,7493
Osaka,2020-05-22,1399,76,294,30,1780,27552
Hyogo,2020-05-22,605,38,56,12,699,10537
Nara,2020-05-22,82,2,7,0,91,2754
Wakayama,2020-05-22,54,3,6,0,63,3602
Tottori,2020-05-22,2,0,1,0,3,1288
Shimane,2020-05-22,20,0,4,1,24,1078
Okayama,2020-05-22,25,,0,,25,1621
Hiroshima,2020-05-22,141,2,24,1,167,6696
Yamaguchi,2020-05-22,34,0,3,1,37,1653
Tokushima,2020-05-22,4,1,0,0,5,699
Kagawa,2020-05-22,27,0,1,0,28,2065
Ehime,2020-05-22,45,4,29,0,78,1824
Kochi,2020-05-22,69,3,2,0,74,1732
Fukuoka,2020-05-22,586,25,47,5,658,11715
Saga,2020-05-22,32,0,13,0,47,1372
Nagasaki,2020-05-22,16,1,0,0,17,2645
Kumamoto,2020-05-22,35,3,10,0,48,3820
Oita,2020-05-22,57,1,2,0,60,3801
Miyazaki,2020-05-22,14,0,3,0,17,1339
Kagoshima,2020-05-22,9,0,1,0,10,1685
Okinawa,2020-05-22,132,6,6,3,142,2806
Hokkaido,2020-05-23,711,78,241,17,1030,11853
Aomori,2020-05-23,24,1,2,0,27,813
Iwate,2020-05-23,0,0,0,0,0,601
Miyagi,2020-05-23,86,1,1,0,88,2819
Akita,2020-05-23,16,0,0,0,16,920
Yamagata,2020-05-23,64,0,5,1,69,2615
Fukushima,2020-05-23,70,0,11,0,81,3808
Ibaraki,2020-05-23,145,9,14,0,168,4469
Tochigi,2020-05-23,47,0,15,5,64,3414
Gunma,2020-05-23,106,19,24,1,149,3438
Saitama,2020-05-23,848,46,105,6,999,18160
Chiba,2020-05-23,762,44,98,6,904,13742
Tokyo,2020-05-23,4229,271,628,43,5138,14653
Kanagawa,2020-05-23,965,71,286,30,1322,8780
Niigata,2020-05-23,69,0,13,0,83,3994
Toyama,2020-05-23,178,21,28,0,227,3067
Ishikawa,2020-05-23,210,24,61,3,295,2590
Fukui,2020-05-23,108,8,6,2,122,2458
Yamanashi,2020-05-23,56,0,4,1,60,3602
Nagano,2020-05-23,60,,16,1,76,2552
Gifu,2020-05-23,138,7,5,1,150,3192
Shizuoka,2020-05-23,70,1,3,1,74,3384
Aichi,2020-05-23,442,34,25,0,506,9525
Mie,2020-05-23,39,1,5,0,45,2450
Shiga,2020-05-23,83,1,16,1,100,1714
Kyoto,2020-05-23,309,14,35,3,358,7493
Osaka,2020-05-23,1449,78,243,24,1781,28565
Hyogo,2020-05-23,605,40,54,11,699,10614
Nara,2020-05-23,82,2,7,0,91,2754
Wakayama,2020-05-23,54,3,6,0,63,3612
Tottori,2020-05-23,2,0,1,0,3,1295
Shimane,2020-05-23,20,0,4,1,24,1082
Okayama,2020-05-23,25,,0,,25,1643
Hiroshima,2020-05-23,142,2,23,1,167,6696
Yamaguchi,2020-05-23,34,0,3,1,37,1656
Tokushima,2020-05-23,4,1,0,0,5,703
Kagawa,2020-05-23,27,0,1,0,28,2086
Ehime,2020-05-23,45,4,30,0,79,1831
Kochi,2020-05-23,69,3,2,0,74,1738
Fukuoka,2020-05-23,592,25,41,5,658,11764
Saga,2020-05-23,33,0,12,0,47,1376
Nagasaki,2020-05-23,16,1,0,0,17,2655
Kumamoto,2020-05-23,37,3,8,0,48,3835
Oita,2020-05-23,57,1,2,0,60,3828
Miyazaki,2020-05-23,15,0,2,0,17,1339
Kagoshima,2020-05-23,9,0,1,0,10,1685
Okinawa,2020-05-23,132,6,6,3,142,2806
Hokkaido,2020-05-24,726,79,234,15,1039,12072
Aomori,2020-05-24,24,1,2,0,27,813
Iwate,2020-05-24,0,0,0,0,0,602
Miyagi,2020-05-24,86,1,1,0,88,2835
Akita,2020-05-24,16,0,0,0,16,920
Yamagata,2020-05-24,64,0,5,1,69,2620
Fukushima,2020-05-24,71,0,10,0,81,3840
Ibaraki,2020-05-24,145,9,14,0,168,4469
Tochigi,2020-05-24,47,0,15,5,64,3433
Gunma,2020-05-24,108,19,22,1,149,3449
Saitama,2020-05-24,852,46,101,6,999,18197
Chiba,2020-05-24,765,44,95,6,904,13872
Tokyo,2020-05-24,4239,280,633,41,5152,14653
Kanagawa,2020-05-24,965,71,286,30,1322,8780
Niigata,2020-05-24,69,0,13,0,83,3994
Toyama,2020-05-24,178,21,28,0,227,3067
Ishikawa,2020-05-24,210,24,61,3,295,2612
Fukui,2020-05-24,109,8,5,2,122,2474
Yamanashi,2020-05-24,56,0,4,1,60,3602
Nagano,2020-05-24,60,,16,1,76,2589
Gifu,2020-05-24,138,7,5,1,150,3195
Shizuoka,2020-05-24,70,1,4,1,75,3423
Aichi,2020-05-24,442,34,26,0,506,9525
Mie,2020-05-24,40,1,4,0,45,2456
Shiga,2020-05-24,87,1,12,1,100,1718
Kyoto,2020-05-24,309,14,35,3,358,7493
Osaka,2020-05-24,1449,78,243,24,1781,28565
Hyogo,2020-05-24,609,40,50,11,699,10688
Nara,2020-05-24,82,2,7,0,91,2754
Wakayama,2020-05-24,54,3,6,0,63,3624
Tottori,2020-05-24,2,0,1,0,3,1301
Shimane,2020-05-24,20,0,4,1,24,1083
Okayama,2020-05-24,25,,0,,25,1646
Hiroshima,2020-05-24,143,2,22,1,167,6696
Yamaguchi,2020-05-24,34,0,3,1,37,1656
Tokushima,2020-05-24,4,1,0,0,5,708
Kagawa,2020-05-24,28,0,0,0,28,2094
Ehime,2020-05-24,45,4,31,0,80,1912
Kochi,2020-05-24,69,3,2,0,74,1749
Fukuoka,2020-05-24,593,25,44,5,662,11819
Saga,2020-05-24,33,0,12,0,47,1377
Nagasaki,2020-05-24,16,1,0,0,17,2655
Kumamoto,2020-05-24,37,3,8,0,48,3851
Oita,2020-05-24,57,1,2,0,60,3836
Miyazaki,2020-05-24,15,0,2,0,17,1339
Kagoshima,2020-05-24,9,0,1,0,10,1685
Okinawa,2020-05-24,133,6,6,4,142,2821
Hokkaido,2020-05-25,734,81,239,15,1054,12285
Aomori,2020-05-25,24,1,2,0,27,824
Iwate,2020-05-25,0,0,0,0,0,604
Miyagi,2020-05-25,86,1,1,0,88,2843
Akita,2020-05-25,16,0,0,0,16,927
Yamagata,2020-05-25,65,0,4,1,69,2622
Fukushima,2020-05-25,71,0,10,0,81,3883
Ibaraki,2020-05-25,145,9,14,0,168,4534
Tochigi,2020-05-25,47,0,17,4,65,3465
Gunma,2020-05-25,112,19,18,1,149,3462
Saitama,2020-05-25,865,47,87,5,999,18686
Chiba,2020-05-25,774,44,86,6,904,13978
Tokyo,2020-05-25,4311,288,561,39,5160,14850
Kanagawa,2020-05-25,991,73,269,27,1333,8984
Niigata,2020-05-25,74,0,8,0,83,4030
Toyama,2020-05-25,180,21,26,0,227,3101
Ishikawa,2020-05-25,211,24,60,3,295,2624
Fukui,2020-05-25,109,8,5,2,122,2476
Yamanashi,2020-05-25,57,1,2,0,60,3720
Nagano,2020-05-25,64,,12,1,76,2605
Gifu,2020-05-25,139,7,4,1,150,3387
Shizuoka,2020-05-25,70,1,4,1,75,3423
Aichi,2020-05-25,442,34,26,0,507,9726
Mie,2020-05-25,40,1,4,0,45,2460
Shiga,2020-05-25,89,1,10,1,100,1721
Kyoto,2020-05-25,312,15,31,3,358,7640
Osaka,2020-05-25,1480,78,212,25,1781,29006
Hyogo,2020-05-25,613,40,46,10,699,10720
Nara,2020-05-25,82,2,7,0,91,2754
Wakayama,2020-05-25,54,3,6,3,63,3630
Tottori,2020-05-25,3,0,0,0,3,1303
Shimane,2020-05-25,20,0,4,1,24,1084
Okayama,2020-05-25,25,,0,,25,1646
Hiroshima,2020-05-25,145,3,19,0,167,6779
Yamaguchi,2020-05-25,35,0,2,1,37,1657
Tokushima,2020-05-25,4,1,0,0,5,708
Kagawa,2020-05-25,28,0,0,0,28,2099
Ehime,2020-05-25,45,4,32,0,81,1915
Kochi,2020-05-25,69,3,2,0,74,1749
Fukuoka,2020-05-25,596,25,45,5,666,11849
Saga,2020-05-25,34,0,11,0,47,1377
Nagasaki,2020-05-25,16,1,0,0,17,2675
Kumamoto,2020-05-25,37,3,8,0,48,3851
Oita,2020-05-25,57,1,2,0,60,3847
Miyazaki,2020-05-25,16,0,1,0,17,1351
Kagoshima,2020-05-25,9,0,1,0,10,1713
Okinawa,2020-05-25,134,6,5,,142,2826
Hokkaido,2020-05-26,736,83,238,15,1057,12497
Aomori,2020-05-26,24,1,2,0,27,834
Iwate,2020-05-26,0,0,0,0,0,629
Miyagi,2020-05-26,86,1,1,0,88,2850
Akita,2020-05-26,16,0,0,0,16,928
Yamagata,2020-05-26,66,0,3,1,69,2629
Fukushima,2020-05-26,72,0,9,0,81,4027
Ibaraki,2020-05-26,145,10,11,0,168,4540
Tochigi,2020-05-26,47,0,18,4,65,3549
Gunma,2020-05-26,115,19,15,1,149,3513
Saitama,2020-05-26,870,47,83,6,1000,19092
Chiba,2020-05-26,780,44,80,6,904,14057
Tokyo,2020-05-26,4379,292,499,33,5170,14876
Kanagawa,2020-05-26,1012,76,248,27,1336,9073
Niigata,2020-05-26,74,0,8,0,83,4085
Toyama,2020-05-26,182,21,24,0,227,3103
Ishikawa,2020-05-26,211,24,61,3,296,2636
Fukui,2020-05-26,109,8,5,2,122,2510
Yamanashi,2020-05-26,57,1,2,0,60,3752
Nagano,2020-05-26,65,,11,1,76,2610
Gifu,2020-05-26,140,7,3,1,150,3422
Shizuoka,2020-05-26,71,1,3,1,75,3454
Aichi,2020-05-26,444,34,24,0,507,9762
Mie,2020-05-26,41,1,3,0,45,2462
Shiga,2020-05-26,89,1,10,1,100,1743
Kyoto,2020-05-26,318,15,25,2,358,7703
Osaka,2020-05-26,1502,80,188,23,1781,29307
Hyogo,2020-05-26,615,40,44,10,699,10722
Nara,2020-05-26,84,2,5,0,91,2754
Wakayama,2020-05-26,55,3,5,0,63,3633
Tottori,2020-05-26,3,0,0,0,3,1309
Shimane,2020-05-26,20,0,4,1,24,1088
Okayama,2020-05-26,25,,0,,25,1655
Hiroshima,2020-05-26,146,3,18,0,167,6794
Yamaguchi,2020-05-26,35,0,2,1,37,1667
Tokushima,2020-05-26,4,1,0,0,5,711
Kagawa,2020-05-26,28,0,0,0,28,2112
Ehime,2020-05-26,45,4,32,0,81,1959
Kochi,2020-05-26,70,3,1,0,74,1753
Fukuoka,2020-05-26,596,25,51,5,672,11886
Saga,2020-05-26,35,0,10,0,47,1386
Nagasaki,2020-05-26,16,1,0,0,17,2684
Kumamoto,2020-05-26,38,3,7,0,48,3863
Oita,2020-05-26,57,1,2,0,60,3877
Miyazaki,2020-05-26,17,0,0,0,17,1358
Kagoshima,2020-05-26,10,0,0,0,10,1739
Okinawa,2020-05-26,135,6,5,3,142,2829
Hokkaido,2020-05-27,755,84,227,12,1066,12686
Aomori,2020-05-27,24,1,2,0,27,839
Iwate,2020-05-27,0,0,0,0,0,632
Miyagi,2020-05-27,87,1,0,0,88,2868
Akita,2020-05-27,16,0,0,0,16,929
Yamagata,2020-05-27,66,0,3,1,69,2640
Fukushima,2020-05-27,74,0,7,0,81,4109
Ibaraki,2020-05-27,147,10,11,0,168,4574
Tochigi,2020-05-27,48,0,17,2,65,3617
Gunma,2020-05-27,116,19,14,1,149,3538
Saitama,2020-05-27,875,47,78,6,1000,19289
Chiba,2020-05-27,787,44,74,5,905,14122
Tokyo,2020-05-27,4413,296,471,31,5180,14883
Kanagawa,2020-05-27,1034,78,229,28,1341,9225
Niigata,2020-05-27,75,0,7,0,83,4104
Toyama,2020-05-27,185,22,20,0,227,3122
Ishikawa,2020-05-27,211,24,61,3,296,2656
Fukui,2020-05-27,109,8,5,2,122,2545
Yamanashi,2020-05-27,57,1,2,0,60,3801
Nagano,2020-05-27,65,,11,1,76,2630
Gifu,2020-05-27,140,7,3,1,150,3466
Shizuoka,2020-05-27,71,1,3,1,75,3468
Aichi,2020-05-27,450,34,18,0,507,9819
Mie,2020-05-27,41,1,3,0,45,2466
Shiga,2020-05-27,89,1,10,1,100,1776
Kyoto,2020-05-27,322,16,20,2,358,7773
Osaka,2020-05-27,1525,80,166,21,1782,29739
Hyogo,2020-05-27,618,40,41,6,699,10855
Nara,2020-05-27,84,2,6,0,92,2545
Wakayama,2020-05-27,56,3,4,0,63,3651
Tottori,2020-05-27,3,0,0,0,3,1314
Shimane,2020-05-27,20,0,4,1,24,1098
Okayama,2020-05-27,25,,0,,25,1664
Hiroshima,2020-05-27,147,3,17,0,167,6841
Yamaguchi,2020-05-27,35,0,2,1,37,1669
Tokushima,2020-05-27,4,1,0,0,5,719
Kagawa,2020-05-27,28,0,0,0,28,2131
Ehime,2020-05-27,47,4,30,1,81,1982
Kochi,2020-05-27,70,3,1,0,74,1755
Fukuoka,2020-05-27,607,25,42,6,674,12010
Saga,2020-05-27,35,0,10,0,47,1389
Nagasaki,2020-05-27,16,1,0,0,17,2699
Kumamoto,2020-05-27,38,3,7,0,48,3878
Oita,2020-05-27,58,1,1,0,60,3908
Miyazaki,2020-05-27,17,0,0,0,17,1362
Kagoshima,2020-05-27,10,0,0,0,10,1745
Okinawa,2020-05-27,135,6,5,3,142,2836
Hokkaido,2020-05-28,763,85,223,12,1071,12982
Aomori,2020-05-28,25,1,1,0,27,843
Iwate,2020-05-28,0,0,0,0,0,637
Miyagi,2020-05-28,87,1,0,0,88,2884
Akita,2020-05-28,16,0,0,0,16,931
Yamagata,2020-05-28,66,0,3,1,69,2644
Fukushima,2020-05-28,74,0,7,0,81,4186
Ibaraki,2020-05-28,149,10,9,0,168,4601
Tochigi,2020-05-28,48,0,17,2,65,3674
Gunma,2020-05-28,116,19,14,1,149,3575
Saitama,2020-05-28,882,47,73,6,1002,20156
Chiba,2020-05-28,797,45,64,4,906,14284
Tokyo,2020-05-28,4443,299,453,32,5195,14936
Kanagawa,2020-05-28,1034,78,229,28,1341,9225
Niigata,2020-05-28,75,0,7,0,83,4121
Toyama,2020-05-28,186,22,19,0,227,3133
Ishikawa,2020-05-28,215,24,58,3,297,2667
Fukui,2020-05-28,109,8,5,2,122,2565
Yamanashi,2020-05-28,57,1,2,0,60,3842
Nagano,2020-05-28,66,,10,1,76,2662
Gifu,2020-05-28,141,7,2,1,150,3496
Shizuoka,2020-05-28,71,1,4,1,76,3491
Aichi,2020-05-28,453,34,15,0,507,9920
Mie,2020-05-28,41,1,3,0,45,2480
Shiga,2020-05-28,89,1,10,1,100,1804
Kyoto,2020-05-28,321,16,21,1,358,7846
Osaka,2020-05-28,1539,82,148,19,1782,30162
Hyogo,2020-05-28,622,40,37,5,699,10942
Nara,2020-05-28,85,2,5,0,92,2545
Wakayama,2020-05-28,56,3,4,0,63,3657
Tottori,2020-05-28,3,0,0,0,3,1321
Shimane,2020-05-28,22,0,2,1,24,1099
Okayama,2020-05-28,25,,0,,25,1677
Hiroshima,2020-05-28,151,3,13,0,167,6885
Yamaguchi,2020-05-28,35,0,2,1,37,1674
Tokushima,2020-05-28,4,1,0,0,5,726
Kagawa,2020-05-28,28,0,0,0,28,2155
Ehime,2020-05-28,49,4,29,1,82,2046
Kochi,2020-05-28,70,3,1,0,74,1770
Fukuoka,2020-05-28,614,25,43,6,682,12107
Saga,2020-05-28,35,0,10,0,47,1398
Nagasaki,2020-05-28,16,1,0,0,17,2715
Kumamoto,2020-05-28,39,3,6,0,48,3885
Oita,2020-05-28,58,1,1,0,60,3927
Miyazaki,2020-05-28,17,0,0,0,17,1363
Kagoshima,2020-05-28,10,0,0,0,10,1852
Okinawa,2020-05-28,136,6,4,2,142,2843
Hokkaido,2020-05-29,770,86,222,12,1078,13329
Aomori,2020-05-29,25,1,1,0,27,845
Iwate,2020-05-29,0,0,0,0,0,660
Miyagi,2020-05-29,87,1,0,0,88,2900
Akita,2020-05-29,16,0,0,0,16,933
Yamagata,2020-05-29,66,0,3,1,69,2650
Fukushima,2020-05-29,74,0,7,0,81,4280
Ibaraki,2020-05-29,151,10,7,0,168,4628
Tochigi,2020-05-29,49,0,16,2,65,3784
Gunma,2020-05-29,117,19,13,1,149,3609
Saitama,2020-05-29,888,48,68,6,1004,20623
Chiba,2020-05-29,804,45,57,4,906,14428
Tokyo,2020-05-29,4501,302,414,31,5217,15005
Kanagawa,2020-05-29,1080,82,197,26,1359,9446
Niigata,2020-05-29,77,0,5,0,83,4157
Toyama,2020-05-29,187,22,18,0,227,3144
Ishikawa,2020-05-29,218,24,56,3,298,2688
Fukui,2020-05-29,109,8,5,1,122,2596
Yamanashi,2020-05-29,59,1,4,0,64,3877
Nagano,2020-05-29,67,,9,1,76,2674
Gifu,2020-05-29,141,7,2,1,150,3557
Shizuoka,2020-05-29,72,1,3,0,76,3505
Aichi,2020-05-29,453,34,15,0,507,9970
Mie,2020-05-29,41,1,3,0,45,2486
Shiga,2020-05-29,91,1,8,1,100,1822
Kyoto,2020-05-29,323,17,18,1,358,7933
Osaka,2020-05-29,1539,82,148,19,1782,30162
Hyogo,2020-05-29,625,41,33,5,699,11005
Nara,2020-05-29,86,2,4,0,92,2545
Wakayama,2020-05-29,57,3,3,0,63,3669
Tottori,2020-05-29,3,0,0,0,3,1328
Shimane,2020-05-29,22,0,1,0,24,1107
Okayama,2020-05-29,25,,0,,25,1689
Hiroshima,2020-05-29,151,3,13,0,167,6907
Yamaguchi,2020-05-29,35,0,2,1,37,1679
Tokushima,2020-05-29,4,1,0,0,5,734
Kagawa,2020-05-29,28,0,0,0,28,2169
Ehime,2020-05-29,50,4,28,1,82,2074
Kochi,2020-05-29,70,3,1,0,74,1778
Fukuoka,2020-05-29,616,26,61,4,703,12276
Saga,2020-05-29,37,0,8,0,47,1407
Nagasaki,2020-05-29,16,1,0,0,17,2736
Kumamoto,2020-05-29,39,3,6,0,48,3903
Oita,2020-05-29,58,1,1,0,60,3963
Miyazaki,2020-05-29,17,0,0,0,17,1368
Kagoshima,2020-05-29,10,0,0,0,10,1859
Okinawa,2020-05-29,136,6,4,2,142,2847
Hokkaido,2020-05-30,783,86,212,11,1081,13628
Aomori,2020-05-30,25,1,1,0,27,850
Iwate,2020-05-30,0,0,0,0,0,662
Miyagi,2020-05-30,87,1,0,0,88,2923
Akita,2020-05-30,16,0,0,0,16,933
Yamagata,2020-05-30,66,0,3,1,69,2656
Fukushima,2020-05-30,75,0,6,0,81,4431
Ibaraki,2020-05-30,151,10,7,0,168,4628
Tochigi,2020-05-30,49,0,16,2,65,3843
Gunma,2020-05-30,118,19,12,1,149,3632
Saitama,2020-05-30,890,48,65,5,1003,20686
Chiba,2020-05-30,805,45,57,4,907,14547
Tokyo,2020-05-30,4508,304,419,31,5231,15005
Kanagawa,2020-05-30,1080,82,197,26,1359,9446
Niigata,2020-05-30,77,0,5,0,83,4174
Toyama,2020-05-30,187,22,18,0,227,3144
Ishikawa,2020-05-30,219,25,54,3,298,2713
Fukui,2020-05-30,109,8,5,1,122,2619
Yamanashi,2020-05-30,59,1,4,0,64,3877
Nagano,2020-05-30,69,,7,1,76,2701
Gifu,2020-05-30,141,7,2,1,150,3600
Shizuoka,2020-05-30,72,1,3,0,76,3517
Aichi,2020-05-30,455,34,15,0,507,9970
Mie,2020-05-30,41,1,3,0,45,2495
Shiga,2020-05-30,91,1,8,1,100,1852
Kyoto,2020-05-30,323,17,18,1,358,7933
Osaka,2020-05-30,1552,83,133,17,1782,30951
Hyogo,2020-05-30,626,42,31,5,699,11067
Nara,2020-05-30,88,2,2,0,92,2545
Wakayama,2020-05-30,57,3,3,0,63,3684
Tottori,2020-05-30,3,0,0,0,3,1336
Shimane,2020-05-30,22,0,1,0,24,1121
Okayama,2020-05-30,25,,0,,25,1698
Hiroshima,2020-05-30,151,3,13,0,167,6907
Yamaguchi,2020-05-30,35,0,2,1,37,1696
Tokushima,2020-05-30,4,1,0,0,5,739
Kagawa,2020-05-30,28,0,0,0,28,2178
Ehime,2020-05-30,50,4,28,1,82,2074
Kochi,2020-05-30,70,3,1,0,74,1785
Fukuoka,2020-05-30,619,26,84,4,729,12444
Saga,2020-05-30,37,0,8,0,47,1410
Nagasaki,2020-05-30,16,1,0,0,17,2754
Kumamoto,2020-05-30,42,3,3,0,48,3911
Oita,2020-05-30,58,1,1,0,60,3980
Miyazaki,2020-05-30,17,0,0,0,17,1368
Kagoshima,2020-05-30,10,0,0,0,10,1859
Okinawa,2020-05-30,137,6,3,2,142,2852
Hokkaido,2020-05-31,799,86,200,11,1085,14000
Aomori,2020-05-31,25,1,1,0,27,850
Iwate,2020-05-31,0,0,0,0,0,662
Miyagi,2020-05-31,87,1,0,0,88,2944
Akita,2020-05-31,16,0,0,0,16,933
Yamagata,2020-05-31,66,0,3,1,69,2659
Fukushima,2020-05-31,75,0,6,0,81,4452
Ibaraki,2020-05-31,151,10,7,0,168,4628
Tochigi,2020-05-31,49,0,16,2,65,3871
Gunma,2020-05-31,118,19,12,1,149,3655
Saitama,2020-05-31,888,48,67,5,1003,20735
Chiba,2020-05-31,807,45,57,4,909,14688
Tokyo,2020-05-31,4510,305,421,28,5236,15005
Kanagawa,2020-05-31,1080,82,197,26,1359,9446
Niigata,2020-05-31,77,0,5,0,83,4180
Toyama,2020-05-31,189,22,16,0,227,3144
Ishikawa,2020-05-31,219,25,54,3,298,2723
Fukui,2020-05-31,110,8,4,1,122,2631
Yamanashi,2020-05-31,59,1,4,0,64,3877
Nagano,2020-05-31,69,,7,1,76,2714
Gifu,2020-05-31,141,7,2,1,150,3610
Shizuoka,2020-05-31,72,1,3,0,76,3521
Aichi,2020-05-31,456,34,13,0,507,9970
Mie,2020-05-31,44,1,0,0,45,2505
Shiga,2020-05-31,91,1,8,1,100,1856
Kyoto,2020-05-31,323,17,18,1,358,7933
Osaka,2020-05-31,1565,83,121,16,1783,31156
Hyogo,2020-05-31,626,42,31,5,699,11128
Nara,2020-05-31,88,2,2,0,92,2545
Wakayama,2020-05-31,57,3,3,0,63,3701
Tottori,2020-05-31,3,0,0,0,3,1338
Shimane,2020-05-31,22,0,1,0,24,1125
Okayama,2020-05-31,25,,0,,25,1705
Hiroshima,2020-05-31,153,3,11,0,167,6907
Yamaguchi,2020-05-31,35,0,2,1,37,1701
